Chemin,Nom,Taille,Lignes,Modifié,Type
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_project4.py,analyze_project4.py,2133,69,2025-11-02T22:54:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_rapide1.py,verification_rapide1.py,1570,57,2025-11-28T17:03:17,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_evolution_20251127.json,rapport_evolution_20251127.json,2147,82,2025-11-27T10:13:01,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_fixed.py,test_fixed.py,976,30,2025-11-27T21:00:25,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyser_section_conformite.py,analyser_section_conformite.py,6088,157,2025-11-12T11:21:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_integration1.py,test_final_integration1.py,2763,86,2025-12-03T16:25:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/comprehensive_verification.py,comprehensive_verification.py,11795,286,2025-11-14T15:57:12,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_affichage_final.py,verification_affichage_final.py,2635,66,2025-11-17T12:53:58,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_models_corrected.py,check_models_corrected.py,2069,60,2025-10-16T17:43:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/connection_tests.py,connection_tests.py,18866,477,2025-11-01T22:35:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_analyse_modifications.json,rapport_analyse_modifications.json,10274,439,2025-10-21T11:41:29,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_finale4.py,correction_finale4.py,5860,171,2025-12-01T00:32:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/run_fixes_and_retest.sh,run_fixes_and_retest.sh,631,27,2025-10-08T22:33:06,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rebuild_agent_templates.py,rebuild_agent_templates.py,8620,253,2025-11-19T08:36:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_complet_final.py,test_complet_final.py,9354,261,2025-12-02T13:23:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnose_urls_fixed.py,diagnose_urls_fixed.py,9058,298,2025-11-01T23:46:16,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_analyse3.html,rapport_analyse3.html,92307,5763,2025-10-15T21:26:13,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_mutuelle_core_20251127_090727.json,diagnostic_mutuelle_core_20251127_090727.json,741,33,2025-11-27T09:07:27,.json
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/corriger_structure_assureur.py,corriger_structure_assureur.py,2602,76,2025-11-28T15:58:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_permissions.py,correction_permissions.py,5272,148,2025-11-05T21:08:31,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_medecin.py,verification_medecin.py,2301,65,2025-11-27T23:34:27,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/debug_membre,debug_membre,2379,N/A,2025-10-17T11:38:29,
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/template_fixer.py,template_fixer.py,6899,193,2025-10-23T13:33:59,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_implementation_affichage.py,diagnostic_implementation_affichage.py,16961,408,2025-11-27T16:21:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_assureur_global.py,diagnostic_assureur_global.py,3665,108,2025-12-06T12:05:08,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_recherche_temps_reel.py,test_recherche_temps_reel.py,3871,105,2025-11-26T20:18:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/find_all_missing_views.py,find_all_missing_views.py,4097,111,2025-10-04T16:32:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_templates_assureur.py,correction_templates_assureur.py,408,18,2025-11-14T15:46:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_cotisation_data.py,check_cotisation_data.py,11264,296,2025-12-04T22:15:53,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_rapide3.py,test_rapide3.py,1548,55,2025-12-04T07:53:26,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale5.py,verification_finale5.py,7104,206,2025-11-12T11:16:16,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ultimate_final_fix.py,ultimate_final_fix.py,2903,87,2025-11-05T19:32:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_messages_api.py,test_messages_api.py,4695,132,2025-12-02T15:45:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_simple.sh,test_final_simple.sh,3019,115,2025-12-01T11:41:29,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/fix_ordonnance_validation.py,fix_ordonnance_validation.py,1132,32,2025-11-05T19:18:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/tester_points_acces.py,tester_points_acces.py,2988,88,2025-10-12T22:19:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/generate_detailed_report.py,generate_detailed_report.py,11947,292,2025-11-12T08:46:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_project.py,analyze_project.py,13270,325,2025-10-08T20:22:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/templatetags/pharmacien_math_filters.py,pharmacien_math_filters.py,814,35,2025-11-02T19:34:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/migrations/__init__.py,__init__.py,0,1,2025-09-19T15:07:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/migrations/0001_initial.py,0001_initial.py,11484,175,2025-12-05T07:17:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/models.py,models.py,18959,570,2025-11-05T19:59:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/__init__.py,__init__.py,0,1,2025-09-19T15:07:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/apps.py,apps.py,152,7,2025-09-19T15:07:21,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/forms.py,forms.py,3875,118,2025-10-13T21:19:31,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/admin.py,admin.py,2300,58,2025-10-21T17:37:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/tests.py,tests.py,5304,135,2025-11-05T19:52:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/urls.py,urls.py,2689,47,2025-12-01T09:00:56,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/views.py,views.py,60037,1459,2025-12-01T19:19:03,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/pharmacien/decorators.py,decorators.py,606,20,2025-12-01T18:44:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_avec_messages.py,test_avec_messages.py,2312,63,2025-12-03T18:42:35,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_globale.py,correction_globale.py,2790,83,2025-11-05T21:17:19,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_ordonnance_flow.py,test_ordonnance_flow.py,3230,88,2025-11-30T23:44:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/final_notes_fix.py,final_notes_fix.py,5341,136,2025-11-30T23:12:41,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_rapide_applications.py,diagnostic_rapide_applications.py,5290,149,2025-12-06T12:29:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_models.py,diagnostic_models.py,1562,48,2025-11-20T14:13:26,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/create_test_data.py,create_test_data.py,1366,42,2025-12-04T16:09:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/corrections_completes.py,corrections_completes.py,1848,67,2025-09-30T13:14:07,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_integration_finale.py,test_integration_finale.py,3344,95,2025-11-27T18:47:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_agents_rapide.py,analyse_agents_rapide.py,2008,67,2025-11-12T08:56:57,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_analyse_corrige_resume.txt,rapport_analyse_corrige_resume.txt,840,22,2025-11-19T14:53:13,.txt
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/tester_recherche.py,tester_recherche.py,1717,53,2025-11-28T14:13:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_profils.py,correction_profils.py,995,30,2025-11-28T18:39:00,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_post_delete.py,analyze_post_delete.py,11927,305,2025-10-25T15:55:20,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/calculateur_scoring_corrige.py,calculateur_scoring_corrige.py,7604,201,2025-11-30T21:43:34,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_api.py,test_api.py,3213,118,2025-12-02T12:38:50,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/corriger_assureurs1.py,corriger_assureurs1.py,3914,101,2025-12-06T08:05:00,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_immediat.py,test_immediat.py,1822,64,2025-12-03T13:37:12,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/implement_communication_access.py,implement_communication_access.py,24628,658,2025-10-31T20:12:42,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_workflow_bon.py,test_workflow_bon.py,13555,338,2025-11-27T22:40:43,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_cotisations_existant.py,analyse_cotisations_existant.py,16329,399,2025-11-17T19:56:29,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_complete_pharmacien.py,correction_complete_pharmacien.py,21658,486,2025-12-01T01:03:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/membres_analysis_final.py,membres_analysis_final.py,27209,707,2025-11-02T22:23:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/templatetags/communication_global.py,communication_global.py,1621,51,2025-10-26T19:48:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/migrations/__init__.py,__init__.py,0,1,2025-10-21T08:02:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/migrations/0001_initial.py,0001_initial.py,9035,148,2025-12-05T07:17:40,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/services.py,services.py,2492,63,2025-11-01T10:13:53,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/urls.py.backup.final,urls.py.backup.final,2318,N/A,2025-10-22T12:15:37,.final
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/models_backup_pieces_jointes.py,models_backup_pieces_jointes.py,3350,88,2025-11-01T10:59:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/models.py,models.py,12907,318,2025-11-17T09:10:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/serializers.py,serializers.py,472,11,2025-12-02T15:38:37,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/consumers.py,consumers.py,918,24,2025-10-21T08:54:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/management/commands/generate_test_data.py,generate_test_data.py,15556,366,2025-11-01T13:32:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/__init__.py,__init__.py,0,1,2025-10-21T08:02:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/apps.py,apps.py,203,6,2025-10-21T11:49:47,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/forms.py,forms.py,22407,639,2025-11-17T09:31:19,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/admin_views.py,admin_views.py,879,21,2025-10-21T10:41:26,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/admin_backup_final.py,admin_backup_final.py,1451,38,2025-11-01T11:01:58,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/api_views.py,api_views.py,1882,50,2025-10-31T20:12:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/urls_api.py,urls_api.py,400,12,2025-10-22T10:36:29,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/admin.py,admin.py,6443,164,2025-11-18T20:42:11,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/utils.py,utils.py,2779,86,2025-11-16T21:37:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/routing.py,routing.py,165,7,2025-10-21T08:54:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/templates/communication/notification_list.html,notification_list.html,968,29,2025-12-01T03:42:39,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/templates/communication/accueil.html,accueil.html,12520,398,2025-12-01T09:35:21,.html
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/tests.py,tests.py,60,4,2025-10-21T08:02:44,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/admin_backup.py,admin_backup.py,1451,38,2025-11-01T12:51:54,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/urls.py,urls.py,8129,136,2025-12-02T16:52:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/views_api.py,views_api.py,9960,281,2025-12-02T16:01:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/communication/views.py,views.py,52284,1327,2025-12-04T19:21:09,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_manuel.py,test_manuel.py,2507,77,2025-11-05T20:22:02,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verifier_modeles2.py,verifier_modeles2.py,1549,54,2025-11-06T09:33:55,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_affichage_corrige.py,diagnostic_affichage_corrige.py,6830,165,2025-11-27T13:13:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/planification_surveillance.cron,planification_surveillance.cron,866,N/A,2025-11-27T10:05:48,.cron
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_f_issue.py,check_f_issue.py,1081,41,2025-10-15T12:12:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/mettre_a_jour_vue_messagerie.py,mettre_a_jour_vue_messagerie.py,3433,89,2025-11-17T10:42:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verifier_corrections1.py,verifier_corrections1.py,981,28,2025-11-17T10:04:53,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyze_django_urls.py,analyze_django_urls.py,9067,258,2025-10-04T19:48:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_template.py,test_final_template.py,2031,57,2025-11-17T13:29:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_recherche_live.py,test_recherche_live.py,2665,78,2025-12-04T09:11:38,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/find_problematic_view.py,find_problematic_view.py,1006,32,2025-10-07T12:49:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_serialisation.py,correction_serialisation.py,6201,175,2025-11-06T11:49:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/refresh_user_profiles.py,refresh_user_profiles.py,4568,114,2025-10-06T23:20:45,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/final_member_sync_fix.py,final_member_sync_fix.py,6155,169,2025-11-30T23:37:35,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/calcul_scores_manquants_corrige.py,calcul_scores_manquants_corrige.py,2470,69,2025-11-30T21:38:51,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/repair_migrations.py,repair_migrations.py,5535,150,2025-12-04T23:34:19,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/corriger_templates_restants.py,corriger_templates_restants.py,3269,87,2025-11-12T12:13:31,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/data_analyzer.py,data_analyzer.py,8382,219,2025-11-01T13:55:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/INTEGRATION_CIBLEE_RESUME.md,INTEGRATION_CIBLEE_RESUME.md,2364,67,2025-10-27T09:29:37,.md
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correcteur_problemes_diagnostic.py,correcteur_problemes_diagnostic.py,9296,257,2025-11-28T18:30:36,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_final_complet2.py,test_final_complet2.py,1349,44,2025-11-28T14:39:14,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verifier_urls.py,verifier_urls.py,3773,110,2025-11-05T21:09:20,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_finale_urls.sh,correction_finale_urls.sh,1881,55,2025-10-22T12:15:32,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_bonsoin_model.py,check_bonsoin_model.py,3427,95,2025-12-03T20:33:15,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/completer_vues_simple.py,completer_vues_simple.py,3272,113,2025-09-30T15:29:26,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/analyse_et_corrige_templates_pharmacien_fixed.sh,analyse_et_corrige_templates_pharmacien_fixed.sh,7251,204,2025-10-22T16:03:30,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/complete_repair.sh,complete_repair.sh,4909,154,2025-12-05T07:01:01,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostic_ultra_simple.py,diagnostic_ultra_simple.py,2693,75,2025-12-02T16:29:10,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/custom_decorators.py,custom_decorators.py,1471,39,2025-10-06T23:57:13,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_models_structure.py,check_models_structure.py,1975,54,2025-10-06T22:53:39,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/ix_modal_urgence.py,ix_modal_urgence.py,8247,225,2025-10-26T20:59:48,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verify_existing_data.py,verify_existing_data.py,747,22,2025-12-03T17:19:06,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_ultime_finale.sh,verification_ultime_finale.sh,1934,60,2025-10-22T16:49:47,.sh
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_finale1.py,verification_finale1.py,2545,71,2025-10-26T14:00:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/project_files.csv,project_files.csv,357328,N/A,2025-12-06T13:32:24,.csv
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/test_assureur_login.py,test_assureur_login.py,2917,76,2025-12-02T20:30:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/diagnostiquer_page_blanche.py,diagnostiquer_page_blanche.py,1722,54,2025-11-16T09:21:23,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_video.py,check_video.py,6041,174,2025-11-01T19:24:16,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_immediate.py,verification_immediate.py,2738,70,2025-11-17T13:07:46,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/rapport_diagnostic_assureur.txt,rapport_diagnostic_assureur.txt,132,3,2025-12-05T23:33:19,.txt
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/creation_agent_test.py,creation_agent_test.py,1959,65,2025-10-31T13:35:55,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verification_rapide.py,verification_rapide.py,0,1,2025-10-21T11:36:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/run_diagnostic.py,run_diagnostic.py,779,32,2025-11-15T19:47:05,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/check_membres_views.py,check_membres_views.py,1482,44,2025-11-05T19:30:24,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/correction_templates_assureur2.py,correction_templates_assureur2.py,9674,240,2025-11-14T15:52:33,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/validate_dashboard_template.py,validate_dashboard_template.py,1417,46,2025-10-13T19:31:52,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/migrate_existing_urls.py,migrate_existing_urls.py,15649,410,2025-11-06T09:08:30,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verifier_membres.py,verifier_membres.py,736,26,2025-11-28T14:11:28,.py
/Users/koffitanohsoualiho/Documents/P FINALE AVANT SYNCHRO/pf erreur/projet 21.49.30/verify_agent_fix.py,verify_agent_fix.py,4949,170,2025-10-27T13:48:01,.py
